TOTAL_NUMBER_OF_VISITS,TOTAL_DURATION_SPENT,AVERAGE_DURATION_PER_VISIT,TOTAL_CHIPS_WON_OR_LOST,AVERAGE_CHIPS_WON_OR_LOST_PER_VISIT,UNIQUE_GAMES_PLAYED,IS_PREMIUM_PLAYER,IS_LOYALTY_CARD_HOLDER,TOTAL_AMOUNT_SPENT_IN_HOTEL,TOTAL_DAYS_SPENT_HOTEL,TOTAL_AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_RESTAURANT_VISITS,TOTAL_AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,TOTAL_REVENUE_TO_CASINO,NUMBER_OF_CONCIERGE_VISITS,PREFERRED_GAME_CATEGORY,PREFERRED_GAME_NAME,AGE,GENDER,HOME_COUNTRY,HOME_CITY,VISIT_FREQUENCY,CLUSTERS,PLAYER_SEGMENT,SEGMENT_DESC
16,65.31,4.081875,677,42.3125,7,False,True,30969.329999999998,167,5065.43,59,8262.16,28,43619.92,55,2,8,58,1,1,29,-0.047337278106508875,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
31,139.65,4.504838709677419,1658,53.483870967741936,11,False,False,44469.44,235,8428.69,136,17133.05,58,68373.18,156,1,2,26,0,3,26,0.05698529411764706,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
20,86.43,4.3215,-1246,-62.3,7,False,False,20917.94,172,5801.63,126,10180.210000000001,32,38145.78,92,1,2,75,0,0,0,0.23529411764705882,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,117.2,4.883333333333334,-1543,-64.29166666666667,10,True,False,29507.62,189,5689.2300000000005,120,12016.76,56,48756.61,116,1,2,58,0,1,29,0.02727272727272727,1,Conservative Low spenders,"Low spends, low money making low risk players"
11,41.04,3.730909090909091,887,80.63636363636364,8,False,False,9524.28,53,2691.7200000000003,58,6039.2699999999995,23,17368.27,32,2,5,61,0,0,13,-0.03914590747330961,3,Money losing players,Money losing players
24,107.48,4.4783333333333335,1679,69.95833333333333,11,True,False,20915.8,163,6209.02,87,14945.9,48,40391.72,105,0,0,75,1,2,17,-2.1818181818181817,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,111.34,4.639166666666667,-798,-33.25,10,False,False,23246.61,154,7821.33,84,14174.07,56,46040.01,122,0,4,76,1,3,6,0.02346041055718475,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,65.36,4.668571428571428,-248,-17.714285714285715,8,True,True,18386.14,93,3434.3,57,6753.67,28,28822.11,57,0,9,54,0,2,3,0.12173913043478261,3,Money losing players,Money losing players
21,83.49,3.9757142857142855,3834,182.57142857142858,10,True,True,18997.28,175,6264.82,102,11933.71,47,33361.81,92,2,7,74,1,2,15,-0.02741514360313316,1,Conservative Low spenders,"Low spends, low money making low risk players"
29,128.28,4.423448275862069,-1761,-60.724137931034484,9,False,False,44943.76,225,6301.75,124,14274.69,52,67281.2,131,1,10,70,0,3,27,0.09602649006622517,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
16,73.72,4.6075,-4262,-266.375,8,False,False,14561.71,138,4493.21,51,8781.47,34,32098.39,58,0,9,79,1,1,29,0.2807017543859649,3,Money losing players,Money losing players
15,68.03,4.535333333333333,885,59.0,8,False,False,16351.619999999999,87,4865.82,83,8212.46,33,28544.9,78,1,2,70,0,0,24,0.023547880690737835,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,111.62,5.073636363636364,1897,86.22727272727273,9,False,False,30906.34,144,5816.51,86,8605.81,43,43431.66,94,1,2,29,0,1,29,-0.06489675516224189,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,113.54,4.730833333333334,-4282,-178.41666666666666,9,True,False,31249.95,194,5995.13,94,11554.56,62,53081.64,99,2,7,40,1,3,26,0.05321507760532151,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,108.11,4.504583333333334,973,40.541666666666664,10,False,False,24374.239999999998,174,6436.47,107,11827.05,40,41664.76,119,0,4,39,1,1,29,-0.05555555555555555,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,92.8,4.88421052631579,79,4.157894736842105,9,False,False,14766.48,100,4787.62,113,9250.74,35,28725.84,79,0,0,69,0,0,24,0.1310344827586207,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,88.56,5.535,-1656,-103.5,8,False,True,17705.510000000002,107,3933.78,78,7720.5599999999995,33,31015.85,78,1,10,76,0,0,30,-0.04776119402985075,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,99.89,4.756666666666667,793,37.76190476190476,10,False,False,22566.2,187,4361.1,96,11896.76,47,38031.06,100,1,6,32,0,3,11,0.06287425149700598,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,94.17999999999999,4.484761904761904,-3774,-179.71428571428572,8,False,True,36754.21,249,5567.57,75,12556.24,45,58652.02,83,1,2,80,1,3,27,0.17647058823529413,1,Conservative Low spenders,"Low spends, low money making low risk players"
13,58.72,4.516923076923077,2041,157.0,8,True,False,11582.1,69,3359.4700000000003,36,7328.53,21,20229.1,60,0,9,37,1,1,29,0.04436860068259386,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,112.34,4.680833333333333,-531,-22.125,8,False,False,44468.13,219,6476.28,126,10843.11,42,62318.520000000004,112,0,4,78,1,1,29,0.09876543209876543,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,74.21,3.90578947368421,-6241,-328.4736842105263,9,False,False,21952.78,175,3688.5,77,9629.64,32,41511.92,85,1,10,72,0,3,6,0.08016877637130802,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,92.8,4.419047619047619,3577,170.33333333333334,10,False,False,27965.579999999998,145,5664.96,105,9533.52,35,39587.06,118,1,6,54,1,1,29,0.08898305084745763,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,79.34,4.175789473684211,4289,225.73684210526315,10,False,False,26037.899999999998,148,4679.58,68,9970.93,29,36399.41,85,0,4,49,0,0,20,-0.2923076923076923,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
23,99.05,4.306521739130434,3281,142.65217391304347,10,False,False,24009.21,172,5618.7,102,13651.08,55,39997.99,88,2,3,67,0,3,26,0.1597222222222222,1,Conservative Low spenders,"Low spends, low money making low risk players"
17,80.86,4.7564705882352944,-5747,-338.05882352941177,9,False,False,23291.19,104,4651.29,80,7753.67,28,41443.15,70,2,5,63,0,0,5,-0.26153846153846155,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,89.13,4.951666666666666,4293,238.5,7,False,False,21483.17,124,4739.31,80,11108.79,34,33038.27,85,0,4,72,0,0,0,-0.030821917808219176,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
29,140.51,4.845172413793103,-1131,-39.0,10,False,False,34920.22,234,6842.92,154,14346.67,47,57240.81,118,2,5,44,1,3,27,0.19333333333333333,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
21,115.24,5.487619047619047,-3505,-166.9047619047619,11,False,False,24347.190000000002,145,6018.47,75,10299.08,45,44169.74,103,0,9,62,0,1,29,-0.026348808030112924,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,70.21000000000001,4.680666666666667,-392,-26.133333333333333,9,True,False,8504.7,38,3297.75,79,7810.68,36,20005.13,70,1,6,41,1,0,20,-0.0797872340425532,3,Money losing players,Money losing players
20,95.42,4.771,1526,76.3,9,False,False,22338.05,113,5046.87,94,10070.7,41,35929.619999999995,93,2,3,66,1,0,24,-0.05952380952380952,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
33,151.1,4.578787878787878,5609,169.96969696969697,10,False,False,41419.18,232,8584.43,120,16977.24,69,61371.85,137,0,9,47,0,2,3,inf,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
27,132.96,4.924444444444445,-3107,-115.07407407407408,9,False,False,41274.9,242,8019.33,132,14608.58,64,67009.81,112,2,8,77,0,0,12,-0.03543307086614173,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
28,129.55,4.626785714285715,899,32.107142857142854,9,False,True,50474.64,224,7011.87,133,14032.7,55,70620.21,119,1,2,40,0,0,12,0.04628099173553719,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
19,79.86,4.203157894736842,-1934,-101.78947368421052,10,False,False,16834.21,124,4723.2699999999995,98,8436.74,44,31928.22,61,2,3,69,0,1,29,0.2087912087912088,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
26,115.47999999999999,4.441538461538461,-719,-27.653846153846153,9,True,False,33598.77,172,6425.61,120,13390.08,44,54133.46,146,1,10,58,1,3,7,0.14689265536723164,1,Conservative Low spenders,"Low spends, low money making low risk players"
25,108.61,4.3444,4194,167.76,10,False,False,38609.51,180,6332.12,117,10546.89,49,51294.52,97,1,10,76,1,1,29,-0.11574074074074074,1,Conservative Low spenders,"Low spends, low money making low risk players"
27,120.57,4.4655555555555555,-7492,-277.48148148148147,10,False,False,34667.53,185,7458.0599999999995,113,13668.78,38,63286.37,119,1,2,49,0,1,29,0.10112359550561797,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
18,70.37,3.9094444444444445,2443,135.72222222222223,9,False,False,18093.26,137,4568.77,71,7983.03,29,28202.06,81,1,2,66,0,3,7,0.019955654101995565,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,96.28,4.584761904761905,-3164,-150.66666666666666,9,True,True,24953.42,215,5750.16,96,9199.8,41,43067.38,95,2,3,62,0,3,7,0.022435897435897436,1,Conservative Low spenders,"Low spends, low money making low risk players"
25,127.08,5.0832,970,38.8,11,False,True,33731.87,155,6126.71,107,13606.710000000001,50,52495.29,113,0,4,66,1,3,6,0.027442371020856202,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
23,115.98,5.0426086956521745,-3917,-170.30434782608697,9,True,False,26891.97,148,6087.889999999999,118,9630.92,46,46527.78,116,1,2,71,0,3,18,-0.05609756097560976,1,Conservative Low spenders,"Low spends, low money making low risk players"
17,78.78999999999999,4.63470588235294,848,49.88235294117647,9,False,True,12151.35,34,4405.1,94,9072.25,38,24780.7,59,0,4,51,1,1,29,0.037527593818984545,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,85.92,5.054117647058824,-848,-49.88235294117647,9,False,False,14337.27,117,4598.32,93,7900.889999999999,33,27684.48,76,1,2,56,0,0,24,0.85,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,88.48,4.656842105263158,4249,223.6315789473684,9,False,True,23007.71,177,4961.25,89,10538.79,40,34258.75,88,0,4,75,1,1,29,0.023227383863080684,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
26,131.1,5.042307692307692,393,15.115384615384615,10,False,False,51244.22,316,6097.95,107,13001.5,42,69950.67,126,1,6,58,1,2,15,0.12206572769953052,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
18,89.61,4.9783333333333335,-3227,-179.27777777777777,11,False,False,24420.579999999998,128,4612.81,72,8350.59,35,40610.979999999996,77,1,6,80,1,2,17,-0.02258469259723965,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
27,109.77,4.065555555555555,5233,193.8148148148148,11,False,False,39637.21,255,6908.25,162,13588.98,49,54901.439999999995,131,1,10,60,1,1,29,0.23478260869565218,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
16,73.63,4.601875,1065,66.5625,9,False,False,13776.489999999998,145,4618.58,70,7919.48,28,25249.55,87,0,0,23,0,0,0,0.2909090909090909,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,104.92,4.996190476190476,-4819,-229.47619047619048,9,True,False,26538.33,147,5786.52,69,10168.56,40,47312.409999999996,74,1,10,46,0,3,25,0.02258064516129032,1,Conservative Low spenders,"Low spends, low money making low risk players"
18,73.93,4.107222222222223,236,13.11111111111111,9,True,True,18003.38,70,4353.02,88,6094.84,31,28215.239999999998,91,0,9,66,0,3,22,0.08695652173913043,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,95.85,5.044736842105263,142,7.473684210526316,9,False,False,17791.24,146,5063.99,92,9647.34,38,32360.57,78,1,6,59,1,0,0,0.019668737060041408,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,83.83,4.1915,2062,103.1,9,False,False,20092.06,155,5544.67,82,10033.9,48,33608.63,96,2,5,28,1,1,29,0.023529411764705882,1,Conservative Low spenders,"Low spends, low money making low risk players"
23,82.17,3.572608695652174,-515,-22.391304347826086,8,True,True,32485.510000000002,148,6760.1900000000005,110,10355.039999999999,44,50115.74,92,1,10,39,1,3,26,0.42592592592592593,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,75.18,3.956842105263158,-4400,-231.57894736842104,9,False,True,26680.510000000002,138,5284.72,114,12145.710000000001,28,48510.94,89,1,10,58,0,2,9,0.047979797979797977,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,93.66,5.203333333333333,-422,-23.444444444444443,10,True,False,25622.58,150,4278.81,79,9603.81,31,39927.2,68,0,9,38,1,0,14,0.09782608695652174,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,67.88,4.525333333333333,-1291,-86.06666666666666,8,False,False,14585.93,81,4764.82,55,8264.08,30,28905.83,78,0,0,67,0,1,29,0.015991471215351813,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,93.24,4.662,4042,202.1,10,False,False,27852.5,92,5578.85,102,8549.62,48,37938.97,78,0,0,38,1,1,29,0.032948929159802305,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,67.84,3.768888888888889,537,29.833333333333332,8,False,False,17783.42,75,4786.98,92,10934.77,44,32968.17,80,0,9,59,0,3,26,0.21428571428571427,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
27,129.12,4.782222222222223,3682,136.37037037037038,11,False,False,35332.91,155,5836.06,108,15586.869999999999,50,53073.840000000004,121,0,9,80,0,2,28,0.12857142857142856,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
19,82.89,4.362631578947369,389,20.473684210526315,8,True,False,15274.91,127,5203.44,84,8803.62,38,28892.97,92,1,2,66,1,2,3,0.03958333333333333,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
14,68.88,4.92,1087,77.64285714285714,6,False,True,22043.28,166,3716.95,54,6869.26,35,31542.49,68,1,2,76,1,1,29,-0.016374269005847954,3,Money losing players,Money losing players
15,70.47,4.6979999999999995,3644,242.93333333333334,6,False,False,27492.17,138,3886.91,59,8034.0,30,35769.08,79,0,0,50,1,0,24,-0.032679738562091505,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
26,120.02,4.616153846153846,-6922,-266.2307692307692,10,False,False,29329.33,184,6376.42,122,14134.68,54,56762.43,133,0,9,41,1,3,26,-0.4,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
